"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 23 11:22:09 GMT 2021","Mon Aug 23 11:22:25 GMT 2021","15351","","searching.SearchTest","","searching.SearchTest","successfullSearch","successfullSearch()",""
"broken","Mon Aug 23 11:20:52 GMT 2021","Mon Aug 23 11:21:08 GMT 2021","15418","","logout.LogoutTest","","logout.LogoutTest","succesfullLogOut","succesfullLogOut()",""
"skipped","Mon Aug 23 11:22:40 GMT 2021","Mon Aug 23 11:22:40 GMT 2021","0","","register.RegisterTest","","register.RegisterTest","registrationTest","registrationTest()",""
"broken","Mon Aug 23 11:21:23 GMT 2021","Mon Aug 23 11:21:39 GMT 2021","15474","","profile.ProfileModifyTest","","profile.ProfileModifyTest","updateNamesTest","updateNamesTest()",""
"broken","Mon Aug 23 11:21:39 GMT 2021","Mon Aug 23 11:21:54 GMT 2021","15361","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setCityTest","setCityTest()",""
"broken","Mon Aug 23 11:20:21 GMT 2021","Mon Aug 23 11:20:37 GMT 2021","16030","","productdata.ProductDataTest","","productdata.ProductDataTest","productDataDownload","productDataDownload()",""
"broken","Mon Aug 23 11:22:40 GMT 2021","Mon Aug 23 11:22:56 GMT 2021","15862","","login.LoginTest","","login.LoginTest","successfullLogin","successfullLogin()",""
"broken","Mon Aug 23 11:21:54 GMT 2021","Mon Aug 23 11:22:09 GMT 2021","15402","","profile.ProfileModifyTest","","profile.ProfileModifyTest","enterMyProfileTest","enterMyProfileTest()",""
"broken","Mon Aug 23 11:22:25 GMT 2021","Mon Aug 23 11:22:40 GMT 2021","15395","","searching.SearchTest","","searching.SearchTest","multiplePageSearch","multiplePageSearch()",""
"broken","Mon Aug 23 11:20:37 GMT 2021","Mon Aug 23 11:20:52 GMT 2021","15489","","productdata.ProductDataTest","","productdata.ProductDataTest","addProductToCartAndRemove","addProductToCartAndRemove()",""
"broken","Mon Aug 23 11:21:08 GMT 2021","Mon Aug 23 11:21:23 GMT 2021","15514","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setProfileDataTest","setProfileDataTest()",""
