"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 23 07:36:03 GMT 2021","Mon Aug 23 07:36:39 GMT 2021","36250","","productdata.ProductDataTest","","productdata.ProductDataTest","productDataDownload","productDataDownload()",""
"broken","Mon Aug 23 07:40:48 GMT 2021","Mon Aug 23 07:41:23 GMT 2021","35585","","searching.SearchTest","","searching.SearchTest","multiplePageSearch","multiplePageSearch()",""
"skipped","Mon Aug 23 07:41:23 GMT 2021","Mon Aug 23 07:41:23 GMT 2021","0","","register.RegisterTest","","register.RegisterTest","registrationTest","registrationTest()",""
"broken","Mon Aug 23 07:39:37 GMT 2021","Mon Aug 23 07:40:12 GMT 2021","35402","","profile.ProfileModifyTest","","profile.ProfileModifyTest","enterMyProfileTest","enterMyProfileTest()",""
"broken","Mon Aug 23 07:41:23 GMT 2021","Mon Aug 23 07:41:59 GMT 2021","35804","","login.LoginTest","","login.LoginTest","successfullLogin","successfullLogin()",""
"broken","Mon Aug 23 07:37:50 GMT 2021","Mon Aug 23 07:38:26 GMT 2021","35526","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setProfileDataTest","setProfileDataTest()",""
"broken","Mon Aug 23 07:36:39 GMT 2021","Mon Aug 23 07:37:15 GMT 2021","35472","","productdata.ProductDataTest","","productdata.ProductDataTest","addProductToCartAndRemove","addProductToCartAndRemove()",""
"broken","Mon Aug 23 07:37:15 GMT 2021","Mon Aug 23 07:37:50 GMT 2021","35449","","logout.LogoutTest","","logout.LogoutTest","succesfullLogOut","succesfullLogOut()",""
"broken","Mon Aug 23 07:38:26 GMT 2021","Mon Aug 23 07:39:01 GMT 2021","35492","","profile.ProfileModifyTest","","profile.ProfileModifyTest","updateNamesTest","updateNamesTest()",""
"broken","Mon Aug 23 07:39:01 GMT 2021","Mon Aug 23 07:39:37 GMT 2021","35465","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setCityTest","setCityTest()",""
"broken","Mon Aug 23 07:40:12 GMT 2021","Mon Aug 23 07:40:48 GMT 2021","35620","","searching.SearchTest","","searching.SearchTest","successfullSearch","successfullSearch()",""
