"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Aug 23 11:24:45 GMT 2021","Mon Aug 23 11:24:45 GMT 2021","0","","register.RegisterTest","","register.RegisterTest","registrationTest","registrationTest()",""
"broken","Mon Aug 23 11:24:45 GMT 2021","Mon Aug 23 11:24:45 GMT 2021","164","","searching.SearchTest","","searching.SearchTest","successfullSearch","successfullSearch()",""
"broken","Mon Aug 23 11:24:45 GMT 2021","Mon Aug 23 11:24:45 GMT 2021","212","","login.LoginTest","","login.LoginTest","successfullLogin","successfullLogin()",""
"broken","Mon Aug 23 11:24:44 GMT 2021","Mon Aug 23 11:24:44 GMT 2021","237","","productdata.ProductDataTest","","productdata.ProductDataTest","addProductToCartAndRemove","addProductToCartAndRemove()",""
"broken","Mon Aug 23 11:24:44 GMT 2021","Mon Aug 23 11:24:44 GMT 2021","146","","profile.ProfileModifyTest","","profile.ProfileModifyTest","updateNamesTest","updateNamesTest()",""
"broken","Mon Aug 23 11:24:43 GMT 2021","Mon Aug 23 11:24:43 GMT 2021","807","","productdata.ProductDataTest","","productdata.ProductDataTest","productDataDownload","productDataDownload()",""
"broken","Mon Aug 23 11:24:44 GMT 2021","Mon Aug 23 11:24:44 GMT 2021","161","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setCityTest","setCityTest()",""
"broken","Mon Aug 23 11:24:45 GMT 2021","Mon Aug 23 11:24:45 GMT 2021","159","","searching.SearchTest","","searching.SearchTest","multiplePageSearch","multiplePageSearch()",""
"broken","Mon Aug 23 11:24:44 GMT 2021","Mon Aug 23 11:24:44 GMT 2021","203","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setProfileDataTest","setProfileDataTest()",""
"broken","Mon Aug 23 11:24:44 GMT 2021","Mon Aug 23 11:24:44 GMT 2021","179","","logout.LogoutTest","","logout.LogoutTest","succesfullLogOut","succesfullLogOut()",""
"broken","Mon Aug 23 11:24:45 GMT 2021","Mon Aug 23 11:24:45 GMT 2021","155","","profile.ProfileModifyTest","","profile.ProfileModifyTest","enterMyProfileTest","enterMyProfileTest()",""
