"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 22 13:52:31 GMT 2021","Sun Aug 22 13:52:38 GMT 2021","7950","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setCityTest","setCityTest()",""
"broken","Sun Aug 22 13:52:07 GMT 2021","Sun Aug 22 13:52:15 GMT 2021","7458","","logout.LogoutTest","","logout.LogoutTest","succesfullLogOut","succesfullLogOut()",""
"broken","Sun Aug 22 13:53:05 GMT 2021","Sun Aug 22 13:53:16 GMT 2021","11032","","login.LoginTest","","login.LoginTest","successfullLogin","successfullLogin()",""
"broken","Sun Aug 22 13:51:59 GMT 2021","Sun Aug 22 13:52:07 GMT 2021","7543","","productdata.ProductDataTest","","productdata.ProductDataTest","addProductToCartAndRemove","addProductToCartAndRemove()",""
"broken","Sun Aug 22 13:52:47 GMT 2021","Sun Aug 22 13:52:55 GMT 2021","8755","","searching.SearchTest","","searching.SearchTest","successfullSearch","successfullSearch()",""
"broken","Sun Aug 22 13:52:15 GMT 2021","Sun Aug 22 13:52:22 GMT 2021","7699","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setProfileDataTest","setProfileDataTest()",""
"broken","Sun Aug 22 13:52:22 GMT 2021","Sun Aug 22 13:52:30 GMT 2021","8098","","profile.ProfileModifyTest","","profile.ProfileModifyTest","updateNamesTest","updateNamesTest()",""
"broken","Sun Aug 22 13:52:55 GMT 2021","Sun Aug 22 13:53:04 GMT 2021","8762","","searching.SearchTest","","searching.SearchTest","multiplePageSearch","multiplePageSearch()",""
"broken","Sun Aug 22 13:52:38 GMT 2021","Sun Aug 22 13:52:47 GMT 2021","8029","","profile.ProfileModifyTest","","profile.ProfileModifyTest","enterMyProfileTest","enterMyProfileTest()",""
"skipped","Sun Aug 22 13:53:04 GMT 2021","Sun Aug 22 13:53:04 GMT 2021","0","","register.RegisterTest","","register.RegisterTest","registrationTest","registrationTest()",""
"broken","Sun Aug 22 13:51:44 GMT 2021","Sun Aug 22 13:51:58 GMT 2021","14032","","productdata.ProductDataTest","","productdata.ProductDataTest","productDataDownload","productDataDownload()",""
