"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Aug 21 15:50:20 GMT 2021","Sat Aug 21 15:50:26 GMT 2021","5527","","productdata.ProductDataTest","","productdata.ProductDataTest","addProductToCartAndRemove","addProductToCartAndRemove()",""
"broken","Sat Aug 21 15:50:26 GMT 2021","Sat Aug 21 15:50:31 GMT 2021","5611","","logout.LogoutTest","","logout.LogoutTest","succesfullLogOut","succesfullLogOut()",""
"broken","Sat Aug 21 15:51:09 GMT 2021","Sat Aug 21 15:51:16 GMT 2021","6558","","login.LoginTest","","login.LoginTest","successfullLogin","successfullLogin()",""
"skipped","Sat Aug 21 15:51:09 GMT 2021","Sat Aug 21 15:51:09 GMT 2021","0","","register.RegisterTest","","register.RegisterTest","registrationTest","registrationTest()",""
"broken","Sat Aug 21 15:50:49 GMT 2021","Sat Aug 21 15:50:56 GMT 2021","6601","","profile.ProfileModifyTest","","profile.ProfileModifyTest","enterMyProfileTest","enterMyProfileTest()",""
"broken","Sat Aug 21 15:50:43 GMT 2021","Sat Aug 21 15:50:49 GMT 2021","5876","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setCityTest","setCityTest()",""
"broken","Sat Aug 21 15:51:02 GMT 2021","Sat Aug 21 15:51:09 GMT 2021","7485","","searching.SearchTest","","searching.SearchTest","multiplePageSearch","multiplePageSearch()",""
"broken","Sat Aug 21 15:50:05 GMT 2021","Sat Aug 21 15:50:20 GMT 2021","15241","","productdata.ProductDataTest","","productdata.ProductDataTest","productDataDownload","productDataDownload()",""
"broken","Sat Aug 21 15:50:31 GMT 2021","Sat Aug 21 15:50:37 GMT 2021","5794","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setProfileDataTest","setProfileDataTest()",""
"broken","Sat Aug 21 15:50:56 GMT 2021","Sat Aug 21 15:51:01 GMT 2021","5863","","searching.SearchTest","","searching.SearchTest","successfullSearch","successfullSearch()",""
"broken","Sat Aug 21 15:50:37 GMT 2021","Sat Aug 21 15:50:43 GMT 2021","5801","","profile.ProfileModifyTest","","profile.ProfileModifyTest","updateNamesTest","updateNamesTest()",""
