"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Aug 20 11:28:11 GMT 2021","Fri Aug 20 11:28:11 GMT 2021","1","","register.RegisterTest","","register.RegisterTest","registrationTest","registrationTest()",""
"broken","Fri Aug 20 11:28:05 GMT 2021","Fri Aug 20 11:28:08 GMT 2021","2691","","searching.SearchTest","","searching.SearchTest","successfullSearch","successfullSearch()",""
"broken","Fri Aug 20 11:27:47 GMT 2021","Fri Aug 20 11:27:53 GMT 2021","5781","","productdata.ProductDataTest","","productdata.ProductDataTest","productDataDownload","productDataDownload()",""
"broken","Fri Aug 20 11:28:11 GMT 2021","Fri Aug 20 11:28:14 GMT 2021","2974","","login.LoginTest","","login.LoginTest","successfullLogin","successfullLogin()",""
"broken","Fri Aug 20 11:28:03 GMT 2021","Fri Aug 20 11:28:05 GMT 2021","2282","","profile.ProfileModifyTest","","profile.ProfileModifyTest","enterMyProfileTest","enterMyProfileTest()",""
"broken","Fri Aug 20 11:27:59 GMT 2021","Fri Aug 20 11:28:01 GMT 2021","1919","","profile.ProfileModifyTest","","profile.ProfileModifyTest","updateNamesTest","updateNamesTest()",""
"broken","Fri Aug 20 11:28:08 GMT 2021","Fri Aug 20 11:28:11 GMT 2021","2849","","searching.SearchTest","","searching.SearchTest","multiplePageSearch","multiplePageSearch()",""
"broken","Fri Aug 20 11:27:53 GMT 2021","Fri Aug 20 11:27:55 GMT 2021","1667","","productdata.ProductDataTest","","productdata.ProductDataTest","addProductToCartAndRemove","addProductToCartAndRemove()",""
"broken","Fri Aug 20 11:28:01 GMT 2021","Fri Aug 20 11:28:03 GMT 2021","2450","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setCityTest","setCityTest()",""
"broken","Fri Aug 20 11:27:57 GMT 2021","Fri Aug 20 11:27:59 GMT 2021","1924","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setProfileDataTest","setProfileDataTest()",""
"broken","Fri Aug 20 11:27:55 GMT 2021","Fri Aug 20 11:27:57 GMT 2021","1610","","logout.LogoutTest","","logout.LogoutTest","succesfullLogOut","succesfullLogOut()",""
