"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Aug 21 15:37:11 GMT 2021","Sat Aug 21 15:37:11 GMT 2021","0","","register.RegisterTest","","register.RegisterTest","registrationTest","registrationTest()",""
"broken","Sat Aug 21 15:35:31 GMT 2021","Sat Aug 21 15:35:44 GMT 2021","12316","","productdata.ProductDataTest","","productdata.ProductDataTest","productDataDownload","productDataDownload()",""
"broken","Sat Aug 21 15:36:49 GMT 2021","Sat Aug 21 15:37:04 GMT 2021","14628","","searching.SearchTest","","searching.SearchTest","successfullSearch","successfullSearch()",""
"broken","Sat Aug 21 15:36:38 GMT 2021","Sat Aug 21 15:36:49 GMT 2021","11364","","profile.ProfileModifyTest","","profile.ProfileModifyTest","enterMyProfileTest","enterMyProfileTest()",""
"broken","Sat Aug 21 15:37:04 GMT 2021","Sat Aug 21 15:37:11 GMT 2021","7418","","searching.SearchTest","","searching.SearchTest","multiplePageSearch","multiplePageSearch()",""
"broken","Sat Aug 21 15:37:11 GMT 2021","Sat Aug 21 15:37:25 GMT 2021","13472","","login.LoginTest","","login.LoginTest","successfullLogin","successfullLogin()",""
"broken","Sat Aug 21 15:36:12 GMT 2021","Sat Aug 21 15:36:25 GMT 2021","12879","","profile.ProfileModifyTest","","profile.ProfileModifyTest","updateNamesTest","updateNamesTest()",""
"broken","Sat Aug 21 15:36:01 GMT 2021","Sat Aug 21 15:36:12 GMT 2021","11352","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setProfileDataTest","setProfileDataTest()",""
"broken","Sat Aug 21 15:35:49 GMT 2021","Sat Aug 21 15:36:01 GMT 2021","11671","","logout.LogoutTest","","logout.LogoutTest","succesfullLogOut","succesfullLogOut()",""
"broken","Sat Aug 21 15:35:44 GMT 2021","Sat Aug 21 15:35:49 GMT 2021","5568","","productdata.ProductDataTest","","productdata.ProductDataTest","addProductToCartAndRemove","addProductToCartAndRemove()",""
"broken","Sat Aug 21 15:36:25 GMT 2021","Sat Aug 21 15:36:38 GMT 2021","12224","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setCityTest","setCityTest()",""
