"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 20 11:48:57 GMT 2021","Fri Aug 20 11:48:59 GMT 2021","1698","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setCityTest","setCityTest()",""
"broken","Fri Aug 20 11:48:59 GMT 2021","Fri Aug 20 11:49:01 GMT 2021","1940","","profile.ProfileModifyTest","","profile.ProfileModifyTest","enterMyProfileTest","enterMyProfileTest()",""
"skipped","Fri Aug 20 11:49:05 GMT 2021","Fri Aug 20 11:49:05 GMT 2021","41","","register.RegisterTest","","register.RegisterTest","registrationTest","registrationTest()",""
"broken","Fri Aug 20 11:49:05 GMT 2021","Fri Aug 20 11:49:08 GMT 2021","2251","","login.LoginTest","","login.LoginTest","successfullLogin","successfullLogin()",""
"broken","Fri Aug 20 11:48:54 GMT 2021","Fri Aug 20 11:48:56 GMT 2021","1647","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setProfileDataTest","setProfileDataTest()",""
"broken","Fri Aug 20 11:48:52 GMT 2021","Fri Aug 20 11:48:54 GMT 2021","1488","","logout.LogoutTest","","logout.LogoutTest","succesfullLogOut","succesfullLogOut()",""
"broken","Fri Aug 20 11:49:01 GMT 2021","Fri Aug 20 11:49:03 GMT 2021","2294","","searching.SearchTest","","searching.SearchTest","successfullSearch","successfullSearch()",""
"broken","Fri Aug 20 11:48:56 GMT 2021","Fri Aug 20 11:48:57 GMT 2021","1500","","profile.ProfileModifyTest","","profile.ProfileModifyTest","updateNamesTest","updateNamesTest()",""
"broken","Fri Aug 20 11:48:45 GMT 2021","Fri Aug 20 11:48:50 GMT 2021","5150","","productdata.ProductDataTest","","productdata.ProductDataTest","productDataDownload","productDataDownload()",""
"broken","Fri Aug 20 11:49:03 GMT 2021","Fri Aug 20 11:49:05 GMT 2021","2196","","searching.SearchTest","","searching.SearchTest","multiplePageSearch","multiplePageSearch()",""
"broken","Fri Aug 20 11:48:51 GMT 2021","Fri Aug 20 11:48:52 GMT 2021","1395","","productdata.ProductDataTest","","productdata.ProductDataTest","addProductToCartAndRemove","addProductToCartAndRemove()",""
