"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 23 07:29:36 GMT 2021","Mon Aug 23 07:30:12 GMT 2021","36277","","productdata.ProductDataTest","","productdata.ProductDataTest","productDataDownload","productDataDownload()",""
"broken","Mon Aug 23 07:34:56 GMT 2021","Mon Aug 23 07:35:32 GMT 2021","35688","","login.LoginTest","","login.LoginTest","successfullLogin","successfullLogin()",""
"broken","Mon Aug 23 07:34:21 GMT 2021","Mon Aug 23 07:34:56 GMT 2021","35439","","searching.SearchTest","","searching.SearchTest","multiplePageSearch","multiplePageSearch()",""
"broken","Mon Aug 23 07:33:10 GMT 2021","Mon Aug 23 07:33:45 GMT 2021","35487","","profile.ProfileModifyTest","","profile.ProfileModifyTest","enterMyProfileTest","enterMyProfileTest()",""
"broken","Mon Aug 23 07:31:59 GMT 2021","Mon Aug 23 07:32:35 GMT 2021","35483","","profile.ProfileModifyTest","","profile.ProfileModifyTest","updateNamesTest","updateNamesTest()",""
"broken","Mon Aug 23 07:30:12 GMT 2021","Mon Aug 23 07:30:48 GMT 2021","35537","","productdata.ProductDataTest","","productdata.ProductDataTest","addProductToCartAndRemove","addProductToCartAndRemove()",""
"broken","Mon Aug 23 07:32:35 GMT 2021","Mon Aug 23 07:33:10 GMT 2021","35438","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setCityTest","setCityTest()",""
"broken","Mon Aug 23 07:31:24 GMT 2021","Mon Aug 23 07:31:59 GMT 2021","35502","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setProfileDataTest","setProfileDataTest()",""
"broken","Mon Aug 23 07:30:48 GMT 2021","Mon Aug 23 07:31:24 GMT 2021","35600","","logout.LogoutTest","","logout.LogoutTest","succesfullLogOut","succesfullLogOut()",""
"skipped","Mon Aug 23 07:34:56 GMT 2021","Mon Aug 23 07:34:56 GMT 2021","0","","register.RegisterTest","","register.RegisterTest","registrationTest","registrationTest()",""
"broken","Mon Aug 23 07:33:45 GMT 2021","Mon Aug 23 07:34:21 GMT 2021","35464","","searching.SearchTest","","searching.SearchTest","successfullSearch","successfullSearch()",""
