"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 23 10:52:01 GMT 2021","Mon Aug 23 10:52:06 GMT 2021","5447","","searching.SearchTest","","searching.SearchTest","successfullSearch","successfullSearch()",""
"broken","Mon Aug 23 10:51:50 GMT 2021","Mon Aug 23 10:51:55 GMT 2021","5402","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setCityTest","setCityTest()",""
"broken","Mon Aug 23 10:51:33 GMT 2021","Mon Aug 23 10:51:39 GMT 2021","5403","","logout.LogoutTest","","logout.LogoutTest","succesfullLogOut","succesfullLogOut()",""
"broken","Mon Aug 23 10:51:28 GMT 2021","Mon Aug 23 10:51:33 GMT 2021","5547","","productdata.ProductDataTest","","productdata.ProductDataTest","addProductToCartAndRemove","addProductToCartAndRemove()",""
"broken","Mon Aug 23 10:51:55 GMT 2021","Mon Aug 23 10:52:01 GMT 2021","5458","","profile.ProfileModifyTest","","profile.ProfileModifyTest","enterMyProfileTest","enterMyProfileTest()",""
"broken","Mon Aug 23 10:51:44 GMT 2021","Mon Aug 23 10:51:50 GMT 2021","5422","","profile.ProfileModifyTest","","profile.ProfileModifyTest","updateNamesTest","updateNamesTest()",""
"broken","Mon Aug 23 10:51:22 GMT 2021","Mon Aug 23 10:51:28 GMT 2021","6176","","productdata.ProductDataTest","","productdata.ProductDataTest","productDataDownload","productDataDownload()",""
"broken","Mon Aug 23 10:51:39 GMT 2021","Mon Aug 23 10:51:44 GMT 2021","5400","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setProfileDataTest","setProfileDataTest()",""
"broken","Mon Aug 23 10:52:12 GMT 2021","Mon Aug 23 10:52:17 GMT 2021","5735","","login.LoginTest","","login.LoginTest","successfullLogin","successfullLogin()",""
"broken","Mon Aug 23 10:52:06 GMT 2021","Mon Aug 23 10:52:12 GMT 2021","5424","","searching.SearchTest","","searching.SearchTest","multiplePageSearch","multiplePageSearch()",""
"skipped","Mon Aug 23 10:52:12 GMT 2021","Mon Aug 23 10:52:12 GMT 2021","0","","register.RegisterTest","","register.RegisterTest","registrationTest","registrationTest()",""
