"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 23 11:50:23 GMT 2021","Mon Aug 23 11:51:19 GMT 2021","55946","","logout.LogoutTest","","logout.LogoutTest","succesfullLogOut","succesfullLogOut()",""
"skipped","Mon Aug 23 11:56:52 GMT 2021","Mon Aug 23 11:56:52 GMT 2021","0","","register.RegisterTest","","register.RegisterTest","registrationTest","registrationTest()",""
"broken","Mon Aug 23 11:54:05 GMT 2021","Mon Aug 23 11:55:01 GMT 2021","55488","","profile.ProfileModifyTest","","profile.ProfileModifyTest","enterMyProfileTest","enterMyProfileTest()",""
"broken","Mon Aug 23 11:49:27 GMT 2021","Mon Aug 23 11:50:23 GMT 2021","55503","","productdata.ProductDataTest","","productdata.ProductDataTest","addProductToCartAndRemove","addProductToCartAndRemove()",""
"broken","Mon Aug 23 11:56:52 GMT 2021","Mon Aug 23 11:57:48 GMT 2021","55877","","login.LoginTest","","login.LoginTest","successfullLogin","successfullLogin()",""
"broken","Mon Aug 23 11:53:10 GMT 2021","Mon Aug 23 11:54:05 GMT 2021","55440","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setCityTest","setCityTest()",""
"broken","Mon Aug 23 11:55:01 GMT 2021","Mon Aug 23 11:55:56 GMT 2021","55541","","searching.SearchTest","","searching.SearchTest","successfullSearch","successfullSearch()",""
"broken","Mon Aug 23 11:51:19 GMT 2021","Mon Aug 23 11:52:14 GMT 2021","55470","","profile.ProfileModifyTest","","profile.ProfileModifyTest","setProfileDataTest","setProfileDataTest()",""
"broken","Mon Aug 23 11:55:56 GMT 2021","Mon Aug 23 11:56:52 GMT 2021","55717","","searching.SearchTest","","searching.SearchTest","multiplePageSearch","multiplePageSearch()",""
"broken","Mon Aug 23 11:52:14 GMT 2021","Mon Aug 23 11:53:10 GMT 2021","55458","","profile.ProfileModifyTest","","profile.ProfileModifyTest","updateNamesTest","updateNamesTest()",""
"broken","Mon Aug 23 11:48:31 GMT 2021","Mon Aug 23 11:49:27 GMT 2021","56239","","productdata.ProductDataTest","","productdata.ProductDataTest","productDataDownload","productDataDownload()",""
